name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;344;0;321;3049;1008;3049;985;0
header;214;112;214;142;1834;142;1834;112
B;513;318;513;334;521;334;521;318
B;419;773;419;792;433;792;433;773
A;530;900;530;900;530;900;530;900
B;464;1229;464;1244;486;1244;486;1229
A;492;1463;492;1465;492;1465;492;1463
B;546;1556;546;1575;559;1575;559;1556
B;933;1603;933;1620;941;1620;941;1603
B;428;2431;428;2449;442;2449;442;2431
B;576;2526;576;2541;603;2541;603;2526
A;534;2548;534;2555;540;2555;540;2548
B;568;2562;568;2577;589;2577;589;2562
A;884;2707;884;2713;889;2713;889;2707
A;903;2846;903;2851;908;2851;908;2846
